,log2_fold_change,absolute_fold_change,regulation
hsa-mir-2115,-0.7233784767896875,0.7233784767896875,downregulated
hsa-mir-3942,0.7222928246383541,0.7222928246383541,upregulated
hsa-mir-1294,0.7216453232246195,0.7216453232246195,upregulated
hsa-mir-3653,0.7204387538197561,0.7204387538197561,upregulated
hsa-mir-616,0.7203826722031079,0.7203826722031079,upregulated
hsa-mir-892c,0.7195902056732902,0.7195902056732902,upregulated
hsa-mir-6743,0.7168108084690089,0.7168108084690089,upregulated
hsa-mir-3680-2,0.7166066376065637,0.7166066376065637,upregulated
hsa-mir-6865,-0.7125238182904287,0.7125238182904287,downregulated
hsa-mir-1471,0.7098634468886144,0.7098634468886144,upregulated
hsa-mir-6781,0.7091034293730121,0.7091034293730121,upregulated
hsa-mir-6723,0.7069957656955879,0.7069957656955879,upregulated
hsa-mir-7974,0.7061423195088335,0.7061423195088335,upregulated
hsa-mir-210,0.7012931842811386,0.7012931842811386,upregulated
hsa-mir-3074,0.6975876135481746,0.6975876135481746,upregulated
hsa-mir-2278,0.6972246000604636,0.6972246000604636,upregulated
hsa-mir-3170,0.6943012629376354,0.6943012629376354,upregulated
hsa-mir-513b,0.692390004749218,0.692390004749218,upregulated
hsa-mir-6504,-0.6902040327543336,0.6902040327543336,downregulated
hsa-mir-6729,-0.6858909030881204,0.6858909030881204,downregulated
hsa-mir-5087,-0.685413740404694,0.685413740404694,downregulated
hsa-mir-665,0.6839180812102963,0.6839180812102963,upregulated
hsa-mir-6740,0.6836608428683877,0.6836608428683877,upregulated
hsa-mir-3939,-0.6834252461286645,0.6834252461286645,downregulated
hsa-mir-1295a,0.6818984410205094,0.6818984410205094,upregulated
hsa-mir-7641-1,0.6748072112742465,0.6748072112742465,upregulated
hsa-mir-6768,-0.6738918032939416,0.6738918032939416,downregulated
hsa-mir-6748,0.6729468926337349,0.6729468926337349,upregulated
hsa-mir-3159,0.6721616209340312,0.6721616209340312,upregulated
hsa-mir-1256,0.66914984682654,0.66914984682654,upregulated
hsa-mir-639,0.6688851945263102,0.6688851945263102,upregulated
hsa-mir-153-2,0.6683578879089015,0.6683578879089015,upregulated
hsa-mir-6509,0.6668776842777759,0.6668776842777759,upregulated
hsa-mir-3945,-0.6660884240805279,0.6660884240805279,downregulated
hsa-mir-4747,-0.6650703864876139,0.6650703864876139,downregulated
hsa-mir-942,0.6647369341970283,0.6647369341970283,upregulated
hsa-mir-4787,0.6612319504115888,0.6612319504115888,upregulated
hsa-mir-4750,0.6586388589340448,0.6586388589340448,upregulated
hsa-mir-8058,0.6571632641996833,0.6571632641996833,upregulated
hsa-mir-6771,0.655419132070817,0.655419132070817,upregulated
hsa-mir-3169,0.6540606016804194,0.6540606016804194,upregulated
hsa-mir-4724,0.6535187923103413,0.6535187923103413,upregulated
hsa-mir-4723,0.6529843195731893,0.6529843195731893,upregulated
hsa-mir-6825,-0.6522086797414182,0.6522086797414182,downregulated
hsa-mir-6511b-2,0.6477058037092095,0.6477058037092095,upregulated
hsa-mir-3126,-0.6448478273376331,0.6448478273376331,downregulated
hsa-mir-30b,-0.6443980692672233,0.6443980692672233,downregulated
hsa-mir-6860,-0.6413598667252537,0.6413598667252537,downregulated
hsa-mir-3154,0.6385956702091056,0.6385956702091056,upregulated
hsa-mir-6125,-0.6376386342167124,0.6376386342167124,downregulated
hsa-mir-937,-0.6366514530828613,0.6366514530828613,downregulated
hsa-mir-936,0.6359624547128402,0.6359624547128402,upregulated
hsa-mir-5094,-0.6357275033625781,0.6357275033625781,downregulated
hsa-mir-6510,0.6341217231119305,0.6341217231119305,upregulated
hsa-mir-548d-1,0.6340799273556879,0.6340799273556879,upregulated
hsa-mir-4645,0.6320647446978338,0.6320647446978338,upregulated
hsa-mir-6855,-0.6312221005087454,0.6312221005087454,downregulated
hsa-mir-5090,-0.6309455970951996,0.6309455970951996,downregulated
hsa-mir-3124,-0.6304197394531054,0.6304197394531054,downregulated
hsa-mir-4507,-0.6292447530493573,0.6292447530493573,downregulated
hsa-mir-4443,-0.6262035698818701,0.6262035698818701,downregulated
hsa-mir-3202-2,-0.6245213633865584,0.6245213633865584,downregulated
hsa-mir-708,0.6244580533519632,0.6244580533519632,upregulated
hsa-mir-187,-0.6243991379944585,0.6243991379944585,downregulated
hsa-mir-3916,-0.6242896737176645,0.6242896737176645,downregulated
hsa-mir-7845,-0.622420237229475,0.622420237229475,downregulated
hsa-mir-7114,-0.6213925294996293,0.6213925294996293,downregulated
hsa-mir-938,-0.6193178134283148,0.6193178134283148,downregulated
hsa-mir-20a,0.6156122526006498,0.6156122526006498,upregulated
hsa-mir-541,-0.6152968730322651,0.6152968730322651,downregulated
hsa-mir-3176,0.6139133374481897,0.6139133374481897,upregulated
hsa-mir-3682,0.6127735773845214,0.6127735773845214,upregulated
hsa-mir-195,-0.6111369706972123,0.6111369706972123,downregulated
hsa-mir-1296,0.6070424098102651,0.6070424098102651,upregulated
hsa-mir-143,-0.6021526017928871,0.6021526017928871,downregulated
hsa-mir-943,-0.599146738727059,0.599146738727059,downregulated
hsa-mir-4753,-0.5960922907215462,0.5960922907215462,downregulated
hsa-mir-6501,0.5950940302839957,0.5950940302839957,upregulated
hsa-mir-548au,0.5942390946626062,0.5942390946626062,upregulated
hsa-mir-548q,-0.5922993582534787,0.5922993582534787,downregulated
hsa-mir-3163,-0.5917435502145618,0.5917435502145618,downregulated
hsa-mir-370,0.591570428533179,0.591570428533179,upregulated
hsa-mir-576,0.590545239882945,0.590545239882945,upregulated
hsa-mir-1237,-0.5891170227129289,0.5891170227129289,downregulated
hsa-mir-6511b-1,0.5838839638752817,0.5838839638752817,upregulated
hsa-mir-4717,-0.5819469141116558,0.5819469141116558,downregulated
hsa-mir-1289-1,-0.5818883729394404,0.5818883729394404,downregulated
hsa-mir-6830,0.5804318002227813,0.5804318002227813,upregulated
hsa-mir-548j,0.5801808972199372,0.5801808972199372,upregulated
hsa-mir-1284,0.5790819359814531,0.5790819359814531,upregulated
hsa-mir-501,0.577369529196578,0.577369529196578,upregulated
hsa-mir-7706,0.5767628322516093,0.5767628322516093,upregulated
hsa-mir-139,-0.5750373437861288,0.5750373437861288,downregulated
hsa-mir-10a,-0.5745372986254311,0.5745372986254311,downregulated
hsa-mir-3139,-0.573549457542561,0.573549457542561,downregulated
hsa-mir-2355,0.5732649348336285,0.5732649348336285,upregulated
hsa-mir-4667,-0.5714325163140418,0.5714325163140418,downregulated
hsa-mir-4668,0.5670950990988487,0.5670950990988487,upregulated
hsa-mir-551b,0.5661376365227725,0.5661376365227725,upregulated
hsa-mir-328,0.565244680482713,0.565244680482713,upregulated
hsa-mir-3609,-0.5602967454004213,0.5602967454004213,downregulated
hsa-mir-3199-1,0.5601154844237518,0.5601154844237518,upregulated
hsa-mir-4639,0.5590949208258912,0.5590949208258912,upregulated
hsa-mir-612,0.5543346244577377,0.5543346244577377,upregulated
hsa-mir-135b,0.5530516347705939,0.5530516347705939,upregulated
hsa-mir-3186,-0.5513322000573329,0.5513322000573329,downregulated
hsa-mir-449a,-0.5430247440072089,0.5430247440072089,downregulated
hsa-mir-345,-0.5352656582283438,0.5352656582283438,downregulated
hsa-mir-6822,0.533530246263729,0.533530246263729,upregulated
hsa-mir-656,-0.5322268391709424,0.5322268391709424,downregulated
hsa-mir-144,0.5309902822916184,0.5309902822916184,upregulated
hsa-mir-134,-0.5257328199687917,0.5257328199687917,downregulated
hsa-mir-7848,-0.5248593132871573,0.5248593132871573,downregulated
hsa-mir-3130-2,0.5247069134452154,0.5247069134452154,upregulated
hsa-mir-6813,-0.5236858251419798,0.5236858251419798,downregulated
hsa-mir-5693,-0.5228836573272185,0.5228836573272185,downregulated
hsa-mir-3944,0.5199791283386155,0.5199791283386155,upregulated
hsa-mir-3909,0.5194521763008325,0.5194521763008325,upregulated
hsa-mir-488,0.5192499193682558,0.5192499193682558,upregulated
hsa-mir-320b-1,-0.5192094667729419,0.5192094667729419,downregulated
hsa-mir-487b,0.5172670045077348,0.5172670045077348,upregulated
hsa-mir-2392,0.5168749322153691,0.5168749322153691,upregulated
hsa-mir-4286,0.5163960410280998,0.5163960410280998,upregulated
hsa-mir-5694,-0.5163698517575356,0.5163698517575356,downregulated
hsa-mir-6753,0.5160601333717197,0.5160601333717197,upregulated
hsa-mir-4674,-0.5157913362700114,0.5157913362700114,downregulated
hsa-mir-23c,-0.5129197764909709,0.5129197764909709,downregulated
hsa-mir-7106,-0.5126232804082151,0.5126232804082151,downregulated
hsa-mir-3692,0.5119522651697852,0.5119522651697852,upregulated
hsa-mir-551a,-0.5082728290194418,0.5082728290194418,downregulated
hsa-mir-6730,0.5077833455264082,0.5077833455264082,upregulated
hsa-mir-6869,-0.5077789464947685,0.5077789464947685,downregulated
hsa-mir-1-1,-0.5076116793490881,0.5076116793490881,downregulated
hsa-mir-1254-1,0.5052207269064741,0.5052207269064741,upregulated
hsa-mir-6815,0.5024988773099516,0.5024988773099516,upregulated
hsa-mir-4502,-0.49813655523926337,0.49813655523926337,downregulated
hsa-mir-421,0.49625225997041766,0.49625225997041766,upregulated
hsa-mir-497,-0.494064810685382,0.494064810685382,downregulated
hsa-mir-1249,0.4940408502272375,0.4940408502272375,upregulated
hsa-mir-3922,0.49371131801654533,0.49371131801654533,upregulated
hsa-mir-3198-1,-0.49127128831493916,0.49127128831493916,downregulated
hsa-mir-6747,-0.4912670289830373,0.4912670289830373,downregulated
hsa-mir-4654,0.49114481647124025,0.49114481647124025,upregulated
hsa-mir-4489,-0.49048247318037047,0.49048247318037047,downregulated
hsa-mir-570,0.4879890685115401,0.4879890685115401,upregulated
hsa-mir-605,0.48618921151345207,0.48618921151345207,upregulated
hsa-mir-3617,-0.4816324538070195,0.4816324538070195,downregulated
hsa-mir-3925,-0.4815205299026151,0.4815205299026151,downregulated
hsa-mir-4453,0.47805406914024506,0.47805406914024506,upregulated
hsa-mir-7110,-0.4778167127218556,0.4778167127218556,downregulated
hsa-mir-2467,0.47568938465068616,0.47568938465068616,upregulated
hsa-mir-6843,0.47464270364211913,0.47464270364211913,upregulated
hsa-mir-135a-2,-0.4725510473879733,0.4725510473879733,downregulated
hsa-mir-641,-0.47193175733229814,0.47193175733229814,downregulated
hsa-mir-326,-0.47154827428015755,0.47154827428015755,downregulated
hsa-mir-6758,-0.4709553961345054,0.4709553961345054,downregulated
hsa-mir-1247,-0.4697103745833938,0.4697103745833938,downregulated
hsa-mir-212,-0.4679194380366433,0.4679194380366433,downregulated
hsa-mir-874,0.4658601439637075,0.4658601439637075,upregulated
hsa-mir-4700,-0.464970309650735,0.464970309650735,downregulated
hsa-mir-4533,-0.4647911448652809,0.4647911448652809,downregulated
hsa-mir-147b,-0.46378491373930253,0.46378491373930253,downregulated
hsa-mir-1-2,-0.4618911281628305,0.4618911281628305,downregulated
hsa-mir-346,-0.45974231317607755,0.45974231317607755,downregulated
hsa-mir-154,0.45973393431661275,0.45973393431661275,upregulated
hsa-mir-4660,0.45837999287262576,0.45837999287262576,upregulated
hsa-mir-18a,0.4564021390170666,0.4564021390170666,upregulated
hsa-mir-365a,0.4542484278135155,0.4542484278135155,upregulated
hsa-mir-4636,0.4540559735936428,0.4540559735936428,upregulated
hsa-mir-4687,-0.45345979337097875,0.45345979337097875,downregulated
hsa-mir-6797,-0.45321031211289764,0.45321031211289764,downregulated
hsa-mir-4751,-0.45287779562855995,0.45287779562855995,downregulated
hsa-mir-6769b,0.451950364732695,0.451950364732695,upregulated
hsa-mir-6794,0.4512071461344044,0.4512071461344044,upregulated
hsa-mir-6805,-0.44752288027747905,0.44752288027747905,downregulated
hsa-mir-5698,0.4474097272310612,0.4474097272310612,upregulated
hsa-mir-935,-0.4470267335276087,0.4470267335276087,downregulated
hsa-mir-3936,-0.4467599827611662,0.4467599827611662,downregulated
hsa-mir-500b,0.4463668155220721,0.4463668155220721,upregulated
hsa-mir-3178,-0.44280453937451153,0.44280453937451153,downregulated
hsa-mir-3680-1,0.44268182243111565,0.44268182243111565,upregulated
hsa-mir-219b,0.44160868320081603,0.44160868320081603,upregulated
hsa-mir-365b,0.44105476799471843,0.44105476799471843,upregulated
hsa-mir-4649,0.4410332657298594,0.4410332657298594,upregulated
hsa-mir-7152,0.43994503768797005,0.43994503768797005,upregulated
hsa-mir-6755,0.4395825061057965,0.4395825061057965,upregulated
hsa-mir-6502,0.4392763598745723,0.4392763598745723,upregulated
hsa-mir-452,0.4391503747408907,0.4391503747408907,upregulated
hsa-mir-33a,-0.43832300085775505,0.43832300085775505,downregulated
hsa-mir-5006,0.43824462747958154,0.43824462747958154,upregulated
hsa-mir-6842,-0.437601927942693,0.437601927942693,downregulated
hsa-mir-1181,0.4370787248072582,0.4370787248072582,upregulated
hsa-mir-190b,-0.43706607480000287,0.43706607480000287,downregulated
hsa-mir-17,0.4363759071739869,0.4363759071739869,upregulated
hsa-mir-3157,0.4358557000950564,0.4358557000950564,upregulated
hsa-mir-4713,0.43464484717998647,0.43464484717998647,upregulated
hsa-mir-3127,0.4342969954025084,0.4342969954025084,upregulated
hsa-mir-4722,0.43317780023527364,0.43317780023527364,upregulated
hsa-mir-4697,-0.43282363201012575,0.43282363201012575,downregulated
hsa-mir-6861,-0.42925309243573334,0.42925309243573334,downregulated
hsa-mir-1185-2,-0.42921369900907735,0.42921369900907735,downregulated
hsa-mir-363,-0.4276794554898244,0.4276794554898244,downregulated
hsa-mir-4771-2,-0.427202083419849,0.427202083419849,downregulated
hsa-mir-5003,-0.4233808469940928,0.4233808469940928,downregulated
hsa-mir-500a,0.42329835183532893,0.42329835183532893,upregulated
hsa-mir-564,-0.42280547277020963,0.42280547277020963,downregulated
hsa-mir-4442,0.4215666676634974,0.4215666676634974,upregulated
hsa-mir-651,0.4194880260448107,0.4194880260448107,upregulated
hsa-mir-6803,0.4180797811672508,0.4180797811672508,upregulated
hsa-mir-196a-2,0.41630269665225367,0.41630269665225367,upregulated
hsa-mir-93,0.4122804957503713,0.4122804957503713,upregulated
hsa-mir-6881,0.4120904753322438,0.4120904753322438,upregulated
hsa-mir-124-2,0.4117282292491463,0.4117282292491463,upregulated
hsa-mir-4519,-0.41015305902153887,0.41015305902153887,downregulated
hsa-mir-3689f,-0.40822408719763775,0.40822408719763775,downregulated
hsa-mir-18b,-0.407547445169301,0.407547445169301,downregulated
hsa-mir-218-1,-0.40712382433179634,0.40712382433179634,downregulated
hsa-mir-6798,-0.406655204932396,0.406655204932396,downregulated
hsa-mir-3691,0.4051995942017362,0.4051995942017362,upregulated
hsa-mir-4444-2,-0.4038791210755246,0.4038791210755246,downregulated
hsa-mir-7846,0.4029455594084409,0.4029455594084409,upregulated
hsa-mir-122,0.4007902049247496,0.4007902049247496,upregulated
hsa-mir-3158-2,0.40072437662102284,0.40072437662102284,upregulated
hsa-mir-5001,0.39804666790598925,0.39804666790598925,upregulated
hsa-mir-1271,0.3978801392982945,0.3978801392982945,upregulated
hsa-mir-19b-2,0.396031732332252,0.396031732332252,upregulated
hsa-mir-4523,-0.39557049445399306,0.39557049445399306,downregulated
hsa-mir-6808,-0.39473082624212374,0.39473082624212374,downregulated
hsa-mir-1910,-0.392504478990026,0.392504478990026,downregulated
hsa-mir-6513,-0.3908335614701094,0.3908335614701094,downregulated
hsa-mir-4714,0.3889916988186598,0.3889916988186598,upregulated
hsa-mir-548k,0.38817182006570017,0.38817182006570017,upregulated
hsa-mir-7854,0.3865658806056211,0.3865658806056211,upregulated
hsa-mir-3136,0.3848191285531402,0.3848191285531402,upregulated
hsa-mir-4792,0.3847958634666046,0.3847958634666046,upregulated
hsa-mir-642a,0.3835520245059504,0.3835520245059504,upregulated
hsa-mir-183,-0.38291019260004416,0.38291019260004416,downregulated
hsa-mir-20b,-0.37891878350880837,0.37891878350880837,downregulated
hsa-mir-19b-1,0.3783806607881573,0.3783806607881573,upregulated
hsa-mir-7851,-0.37804896024086987,0.37804896024086987,downregulated
hsa-mir-3194,0.37762567177169554,0.37762567177169554,upregulated
hsa-mir-185,0.3774226942057671,0.3774226942057671,upregulated
hsa-mir-758,0.3773494331428384,0.3773494331428384,upregulated
hsa-mir-6757,0.37530578216800553,0.37530578216800553,upregulated
hsa-mir-218-2,-0.3740481046876365,0.3740481046876365,downregulated
hsa-mir-887,0.3732174940993838,0.3732174940993838,upregulated
hsa-mir-7-2,0.3725324531865962,0.3725324531865962,upregulated
hsa-mir-6848,-0.3709820311592776,0.3709820311592776,downregulated
hsa-mir-26a-2,-0.3699944001688934,0.3699944001688934,downregulated
hsa-mir-4528,-0.36950538487347834,0.36950538487347834,downregulated
hsa-mir-26a-1,-0.36724162153860196,0.36724162153860196,downregulated
hsa-mir-1307,0.36480576305637785,0.36480576305637785,upregulated
hsa-mir-6728,-0.36475255615365226,0.36475255615365226,downregulated
hsa-mir-5580,0.3633642044018639,0.3633642044018639,upregulated
hsa-mir-6769a,0.36286049240811197,0.36286049240811197,upregulated
hsa-mir-3606,0.36165251315835717,0.36165251315835717,upregulated
hsa-mir-4767,-0.36144912250230915,0.36144912250230915,downregulated
hsa-mir-198,0.3554542408579224,0.3554542408579224,upregulated
hsa-mir-671,0.3545925143994247,0.3545925143994247,upregulated
hsa-mir-6726,0.3545539143405626,0.3545539143405626,upregulated
hsa-mir-6833,-0.3539507914541857,0.3539507914541857,downregulated
hsa-let-7c,-0.3525750927362047,0.3525750927362047,downregulated
hsa-mir-4424,0.3522267066169524,0.3522267066169524,upregulated
hsa-mir-574,0.3511865327191813,0.3511865327191813,upregulated
hsa-mir-92a-2,0.3503610670790056,0.3503610670790056,upregulated
hsa-mir-371b,0.35014679370119717,0.35014679370119717,upregulated
hsa-mir-30d,-0.35005982885482084,0.35005982885482084,downregulated
hsa-mir-186,0.34968081765012166,0.34968081765012166,upregulated
hsa-mir-92a-1,0.34691437434590233,0.34691437434590233,upregulated
hsa-mir-320d-2,0.343540276993695,0.343540276993695,upregulated
hsa-mir-196a-1,0.34069209358719577,0.34069209358719577,upregulated
hsa-mir-2276,0.3404731384958895,0.3404731384958895,upregulated
hsa-mir-3926-2,-0.34042593320744646,0.34042593320744646,downregulated
hsa-mir-548d-2,-0.3397770090324213,0.3397770090324213,downregulated
hsa-mir-6516,-0.33950485350368803,0.33950485350368803,downregulated
hsa-mir-6877,-0.33779301036686693,0.33779301036686693,downregulated
hsa-mir-1277,0.3374764465942229,0.3374764465942229,upregulated
hsa-mir-4494,-0.3372691309805168,0.3372691309805168,downregulated
hsa-mir-5187,-0.3367174605803338,0.3367174605803338,downregulated
hsa-mir-6857,0.33565274029326425,0.33565274029326425,upregulated
hsa-mir-5002,-0.335166437187942,0.335166437187942,downregulated
hsa-mir-491,0.33515382044517766,0.33515382044517766,upregulated
hsa-mir-193a,0.33493516430134335,0.33493516430134335,upregulated
hsa-mir-4746,0.33462695152762284,0.33462695152762284,upregulated
hsa-mir-6882,0.33410636321392273,0.33410636321392273,upregulated
hsa-mir-6783,0.3327645783826865,0.3327645783826865,upregulated
hsa-mir-4685,-0.33244098542208367,0.33244098542208367,downregulated
hsa-mir-6854,0.3308404540789183,0.3308404540789183,upregulated
hsa-mir-5699,0.330213730149217,0.330213730149217,upregulated
hsa-mir-6733,-0.3300741071613613,0.3300741071613613,downregulated
hsa-mir-4670,-0.32910107607407857,0.32910107607407857,downregulated
hsa-mir-1270,0.32907630125751836,0.32907630125751836,upregulated
hsa-mir-342,0.32875989099002056,0.32875989099002056,upregulated
hsa-mir-377,-0.3280952338989304,0.3280952338989304,downregulated
hsa-mir-3143,-0.32770684877223855,0.32770684877223855,downregulated
hsa-mir-106a,0.3269765777720047,0.3269765777720047,upregulated
hsa-mir-548n,0.3264959857703519,0.3264959857703519,upregulated
hsa-mir-362,0.3262542269623673,0.3262542269623673,upregulated
hsa-mir-99a,-0.32337821001241074,0.32337821001241074,downregulated
hsa-mir-133b,-0.3230661166946231,0.3230661166946231,downregulated
hsa-mir-548ba,0.32296432957527144,0.32296432957527144,upregulated
hsa-mir-138-2,0.3211242751778973,0.3211242751778973,upregulated
hsa-mir-5703,0.3211017987915867,0.3211017987915867,upregulated
hsa-mir-2116,0.32064300076225927,0.32064300076225927,upregulated
hsa-mir-6801,0.31947595177237953,0.31947595177237953,upregulated
hsa-mir-4760,-0.3185305251944666,0.3185305251944666,downregulated
hsa-mir-3064,-0.3168841102779595,0.3168841102779595,downregulated
hsa-mir-7-3,0.31682767843511456,0.31682767843511456,upregulated
hsa-mir-141,0.31670465519751156,0.31670465519751156,upregulated
hsa-mir-3622a,0.31611582661953774,0.31611582661953774,upregulated
hsa-mir-7702,0.31488135305111203,0.31488135305111203,upregulated
hsa-mir-549a,0.3146915521561686,0.3146915521561686,upregulated
hsa-mir-6874,-0.3108679335228309,0.3108679335228309,downregulated
hsa-mir-4680,-0.31021767218904966,0.31021767218904966,downregulated
hsa-mir-1257,-0.3058781069663142,0.3058781069663142,downregulated
hsa-mir-4763,0.30557230671663693,0.30557230671663693,upregulated
hsa-mir-4785,0.30404695343577665,0.30404695343577665,upregulated
hsa-mir-4683,0.3013796038870403,0.3013796038870403,upregulated
hsa-mir-423,0.3005901835312991,0.3005901835312991,upregulated
hsa-mir-3607,0.30005036468885177,0.30005036468885177,upregulated
hsa-mir-548x-2,0.29944470730938927,0.29944470730938927,upregulated
hsa-mir-33b,-0.2984565821571839,0.2984565821571839,downregulated
hsa-mir-1185-1,0.29845129506375845,0.29845129506375845,upregulated
hsa-mir-6858,-0.29842568694860205,0.29842568694860205,downregulated
hsa-mir-3165,-0.296363569754989,0.296363569754989,downregulated
hsa-mir-592,0.2952351864711478,0.2952351864711478,upregulated
hsa-mir-532,0.2938033084495693,0.2938033084495693,upregulated
hsa-mir-5571,-0.2936787413618684,0.2936787413618684,downregulated
hsa-let-7d,0.29336298001887956,0.29336298001887956,upregulated
hsa-mir-6836,-0.2930506750425354,0.2930506750425354,downregulated
hsa-mir-4699,-0.2929964918439026,0.2929964918439026,downregulated
hsa-mir-5008,0.29273645822667715,0.29273645822667715,upregulated
hsa-mir-1254-2,0.29113089449036456,0.29113089449036456,upregulated
hsa-mir-6834,0.290334282268246,0.290334282268246,upregulated
hsa-mir-6763,-0.2893928085484125,0.2893928085484125,downregulated
hsa-mir-4677,0.2885335201175458,0.2885335201175458,upregulated
hsa-mir-34c,-0.28798447874315997,0.28798447874315997,downregulated
hsa-mir-455,0.28603957877779707,0.28603957877779707,upregulated
hsa-mir-4781,0.2856969717023477,0.2856969717023477,upregulated
hsa-mir-5586,0.2856899810534858,0.2856899810534858,upregulated
hsa-mir-6779,0.2851249179045769,0.2851249179045769,upregulated
hsa-mir-3667,0.28416693733196446,0.28416693733196446,upregulated
hsa-mir-200c,0.2832032698907247,0.2832032698907247,upregulated
hsa-mir-3651,0.28307848398510616,0.28307848398510616,upregulated
hsa-mir-412,0.28217763633517273,0.28217763633517273,upregulated
hsa-mir-7703,-0.2816219442657986,0.2816219442657986,downregulated
hsa-mir-4784,0.2808202220721444,0.2808202220721444,upregulated
hsa-mir-3652,-0.2804879728985378,0.2804879728985378,downregulated
hsa-mir-539,0.280443161055254,0.280443161055254,upregulated
hsa-mir-219a-1,0.2802521004779071,0.2802521004779071,upregulated
hsa-mir-320a,-0.280251328115592,0.280251328115592,downregulated
hsa-mir-1915,0.2787742910008159,0.2787742910008159,upregulated
hsa-mir-4444-1,0.27854108052815174,0.27854108052815174,upregulated
hsa-mir-495,0.27738664822726544,0.27738664822726544,upregulated
hsa-mir-6716,0.276964752065948,0.276964752065948,upregulated
hsa-mir-4473,0.2768272782224711,0.2768272782224711,upregulated
hsa-mir-6847,-0.27657241893082163,0.27657241893082163,downregulated
hsa-mir-632,0.2761375004738036,0.2761375004738036,upregulated
hsa-mir-29a,-0.27573578148583716,0.27573578148583716,downregulated
hsa-mir-142,0.27437258536590475,0.27437258536590475,upregulated
hsa-mir-676,-0.2723911417612648,0.2723911417612648,downregulated
hsa-mir-153-1,0.2712426789214846,0.2712426789214846,upregulated
hsa-mir-4741,-0.269104399986044,0.269104399986044,downregulated
hsa-mir-29c,-0.26840702121355026,0.26840702121355026,downregulated
hsa-mir-381,0.2679730091714442,0.2679730091714442,upregulated
hsa-mir-3919,0.2679647783474204,0.2679647783474204,upregulated
hsa-mir-615,-0.26651203979264326,0.26651203979264326,downregulated
hsa-mir-4536-1,-0.26465560351838335,0.26465560351838335,downregulated
hsa-mir-4772,0.2644157107384637,0.2644157107384637,upregulated
hsa-mir-6871,0.2632174156251785,0.2632174156251785,upregulated
hsa-mir-320e,0.26157356160329465,0.26157356160329465,upregulated
hsa-mir-323b,-0.2604883258575555,0.2604883258575555,downregulated
hsa-mir-1180,0.25997413738729863,0.25997413738729863,upregulated
hsa-mir-582,0.2594914419830843,0.2594914419830843,upregulated
hsa-mir-301a,-0.2594464569328173,0.2594464569328173,downregulated
hsa-mir-6839,-0.2585345083943978,0.2585345083943978,downregulated
hsa-mir-5189,0.2573137151569189,0.2573137151569189,upregulated
hsa-mir-4637,-0.25713507576774164,0.25713507576774164,downregulated
hsa-mir-3137,-0.25690565613330013,0.25690565613330013,downregulated
hsa-mir-378c,0.25596758712767187,0.25596758712767187,upregulated
hsa-mir-222,0.254823725968355,0.254823725968355,upregulated
hsa-mir-658,-0.25265962221014515,0.25265962221014515,downregulated
hsa-mir-1292,0.2517650349874327,0.2517650349874327,upregulated
hsa-mir-2277,0.25156772700079033,0.25156772700079033,upregulated
hsa-mir-4664,0.2509352708235708,0.2509352708235708,upregulated
hsa-mir-5193,-0.2502930059244687,0.2502930059244687,downregulated
hsa-mir-378f,-0.24966861287025494,0.24966861287025494,downregulated
hsa-mir-4482,-0.24953295448350854,0.24953295448350854,downregulated
hsa-mir-190a,0.24936344291952028,0.24936344291952028,upregulated
hsa-mir-376c,-0.24933854564130165,0.24933854564130165,downregulated
hsa-mir-4777,0.24861553383412552,0.24861553383412552,upregulated
hsa-mir-4727,0.24779648879393612,0.24779648879393612,upregulated
hsa-mir-487a,0.24746073589751544,0.24746073589751544,upregulated
hsa-mir-548o-2,0.24710485302676127,0.24710485302676127,upregulated
hsa-mir-3910-2,-0.2468663065506103,0.2468663065506103,downregulated
hsa-mir-411,-0.24665891436652623,0.24665891436652623,downregulated
hsa-mir-548l,0.24608248133397387,0.24608248133397387,upregulated
hsa-mir-378d-1,-0.24563217917447558,0.24563217917447558,downregulated
hsa-mir-766,0.2452561935836722,0.2452561935836722,upregulated
hsa-mir-3913-1,-0.24498682404929148,0.24498682404929148,downregulated
hsa-mir-6762,0.24486826720120344,0.24486826720120344,upregulated
hsa-mir-3622b,0.24471958365749374,0.24471958365749374,upregulated
hsa-mir-643,0.24417911192495745,0.24417911192495745,upregulated
hsa-mir-95,-0.24370719504445365,0.24370719504445365,downregulated
hsa-mir-6832,-0.2434609729950394,0.2434609729950394,downregulated
hsa-mir-625,0.24289665939865068,0.24289665939865068,upregulated
hsa-mir-5009,-0.24241839813444147,0.24241839813444147,downregulated
hsa-mir-106b,-0.24235763243697978,0.24235763243697978,downregulated
hsa-mir-182,-0.24154798143715053,0.24154798143715053,downregulated
hsa-mir-4789,-0.23903587071705049,0.23903587071705049,downregulated
hsa-mir-6731,0.23832605518130487,0.23832605518130487,upregulated
hsa-mir-23a,0.23681447203826303,0.23681447203826303,upregulated
hsa-mir-3174,-0.23422616673773985,0.23422616673773985,downregulated
hsa-mir-3615,0.23387019204061343,0.23387019204061343,upregulated
hsa-mir-1468,-0.23331698062965353,0.23331698062965353,downregulated
hsa-mir-1976,0.233140455856537,0.233140455856537,upregulated
hsa-mir-484,0.2322875130460229,0.2322875130460229,upregulated
hsa-mir-103a-1,0.23228124056589267,0.23228124056589267,upregulated
hsa-mir-1248,0.23180226963085307,0.23180226963085307,upregulated
